House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"117","BRUSHFIRE LN","SLIDELL","70458","","","","","","","F 117 BRUSHFIRE LN","611302","SLIDLAMA","985641","=""00000O7TW0""","=""F107b284033""","=""1MPKH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"120","BRUSHFIRE LN","SLIDELL","70458","","","","","","","F 116 BRUSHFIRE LN","611302","SLIDLAMA","985641","=""00000O7PIJ""","=""F107b28190a""","=""1EI53""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"121","BRUSHFIRE LN","SLIDELL","70458","","","","","","","F 121 BRUSHFIRE LN","611302","SLIDLAMA","985641","=""00000O7ZZV""","=""F107b28535d""","=""1QQQ8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","CARINA CIR","SLIDELL","70458","","","","","","","F 103 CARINA CIR","611302","SLIDLAMA","985641","=""00000O82NA""","=""N124955ce0df""","=""1ERFQ.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","CARINA CIR","SLIDELL","70458","","","","","","","F 111 CARINA CIR","611302","SLIDLAMA","985641","=""00000O82A4""","=""F107b282fc8""","=""1JAD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","CARINA CIR","SLIDELL","70458","","","","","","","F 111 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7YWZ""","=""N124955cea9c""","=""1HGE.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","CARINA CIR","SLIDELL","70458","","","","","","","F 115 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7TJC""","=""F107b2842af""","=""1NAD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","CARINA CIR","SLIDELL","70458","","","","","","","F 115 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7QR4""","=""F107b280e7c""","=""1CAD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","CARINA CIR","SLIDELL","70458","UNIT","GARAGE APT","","","","","F 117 CARINA CIR","611302","SLIDLAMA","985641","=""00010DSHDA""","=""N124955cdfcf""","=""1SQ42.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","CARINA CIR","SLIDELL","70458","","","","","","","F 117 CARINA CIR","611302","SLIDLAMA","985641","=""00000O82PB""","=""F107b27fae7""","=""18AD6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","CARINA CIR","SLIDELL","70458","","","","","","","F 123 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7NWN""","=""F107b28251d""","=""1H2Q21.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"123","CARINA CIR","SLIDELL","70458","","","","","","","F 123 CARINA CIR","611302","SLIDLAMA","985641","=""00000O83X6""","=""N124955cd75b""","=""1FH73""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"127","CARINA CIR","SLIDELL","70458","","","","","","","F 127 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7V24""","=""F107b284265""","=""1N8D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"129","CARINA CIR","SLIDELL","70458","","","","","","","F 131 CARINA CIR","611302","SLIDLAMA","985641","=""00000O7ZVQ""","=""F107b284bc1""","=""1P7R8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"131","CARINA CIR",""," ","","","","","","","F 131 CARINA CIR","611302","SLIDLAMA","985641","=""Not SAG Valid""","=""N1270e551ca4""","=""1NS9E.7""","FTTN","Not Ready","FTTN","","",""
"100","CHARLES CT","SLIDELL","70458","","","","","","","F 102 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7UKD""","=""F107b27fe2a""","=""190MH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"101","CHARLES CT","SLIDELL","70458","","","","","","","F 102 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7SUP""","=""N12a035c3775""","=""118B5.T""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","CHARLES CT","SLIDELL","70458","","","","","","","F 105 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7XLF""","=""F107b27e6ff""","=""145E6.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"105","CHARLES CT","SLIDELL","70458","","","","","","","F 109 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7PU0""","=""F107b280de5""","=""1C5OD.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","CHARLES CT","SLIDELL","70458","","","","","","","F 112 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7RTR""","=""F107b2848a7""","=""1OJ53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","CHARLES CT","SLIDELL","70458","","","","","","","F 109 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7W22""","=""F107b27e1e1""","=""132J9.Q""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"110","CHARLES CT","SLIDELL","70458","","","","","","","F 112 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7Q5Z""","=""F107b28573b""","=""1RJ53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","CHARLES CT","SLIDELL","70458","","","","","","","F 111 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7REM""","=""F107b285a87""","=""1S9AI.7""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","CHARLES CT","SLIDELL","70458","","","","","","","F 112 CHARLES CT","611302","SLIDLAMA","985641","=""00000O83UJ""","=""N12abcc3b4de""","=""1IGOD.H""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","CHARLES CT","SLIDELL","70458","","","","","","","F 111 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7NQ2""","=""F107b28371a""","=""1KS2D.7""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"128","CHARLES CT","SLIDELL","70458","","","","","","","F 112 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OSY""","=""N13832287d39""","=""11DTJ.U""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"200","CHARLES CT","SLIDELL","70458","","","","","","","F 202 CHARLES CT","611302","SLIDLAMA","985641","=""00000O80U8""","=""F107b27ea31""","=""14QKH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"201","CHARLES CT","SLIDELL","70458","","","","","","","F 125 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7U63""","=""F107b27d404""","=""103D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"202","CHARLES CT","SLIDELL","70458","","","","","","","F 202 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7ZK3""","=""F107b27dfa9""","=""12K53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"203","CHARLES CT","SLIDELL","70458","","","","","","","F 203 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R2H""","=""F107b2823f8""","=""1GR71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"204","CHARLES CT","SLIDELL","70458","","","","","","","F 206 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7P77""","=""F107b27fd42""","=""18QKH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"205","CHARLES CT","SLIDELL","70458","","","","","","","F 203 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7W21""","=""F107b27e6c4""","=""143D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"206","CHARLES CT","SLIDELL","70458","","","","","","","F 206 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7SRF""","=""F107b281103""","=""1CQKH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"207","CHARLES CT","SLIDELL","70458","","","","","","","F 102 COLUMBIA PL","611302","SLIDLAMA","985641","=""00000O81W4""","=""F107b283700""","=""1KR71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"208","CHARLES CT","SLIDELL","70458","","","","","","","F 210 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OI7""","=""F107b27ee00""","=""15K53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"210","CHARLES CT","SLIDELL","70458","","","","","","","F 210 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7PI1""","=""F107b27fc4b""","=""18K53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"212","CHARLES CT","SLIDELL","70458","","","","","","","F 214 CHARLES CT","611302","SLIDLAMA","985641","=""00000O828F""","=""F107b2823e4""","=""1GQKH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"213","CHARLES CT","SLIDELL","70458","","","","","","","F 213 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OBL""","=""F107b27fa9d""","=""18854""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"214","CHARLES CT","SLIDELL","70458","","","","","","","F 214 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OE3""","=""F107b280b46""","=""1BK53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"216","CHARLES CT","SLIDELL","70458","","","","","","","F 216 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OXS""","=""F107b281954""","=""1EK53""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"217","CHARLES CT","SLIDELL","70458","","","","","","","F 213 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7ZJ3""","=""F107b27fa0d""","=""184D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"219","CHARLES CT","SLIDELL","70458","","","","","","","F 213 CHARLES CT","611302","SLIDLAMA","985641","=""00000O81H8""","=""N124955cda49""","=""11HR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"220","CHARLES CT","SLIDELL","70458","","","","","","","F 200 WINDWARD PASSAGE ST","611302","SLIDLAMA","985641","=""00000O7QO8""","=""F107b2841e9""","=""1N5D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"300","CHARLES CT","SLIDELL","70458","","","","","","","F 300 CHARLES CT","611302","SLIDLAMA","985641","=""00000O83UT""","=""N12abcc3b53b""","=""1NPDD.N""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"301","CHARLES CT","SLIDELL","70458","","","","","","","F 301 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OWZ""","=""F107b27dd09""","=""121D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"302","CHARLES CT","SLIDELL","70458","","","","","","","F 300 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OZ4""","=""F107b280a9d""","=""1BG6D.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"303","CHARLES CT","SLIDELL","70458","","","","","","","F 301 CHARLES CT","611302","SLIDLAMA","985641","=""00000O8B8B""","=""M1672c1400a""","=""13HR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"304","CHARLES CT","SLIDELL","70458","","","","","","","F 304 CHARLES CT","611302","SLIDLAMA","985641","=""00000O82KY""","=""F107b2865ea""","=""1UM71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"305","CHARLES CT","SLIDELL","70458","","","","","","","F 305 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7RWM""","=""F107b27edae""","=""15HR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"308","CHARLES CT","SLIDELL","70458","","","","","","","F 308 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7UU2""","=""F107b28448c""","=""1NNC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"310","CHARLES CT","SLIDELL","70458","","","","","","","F 308 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7MWK""","=""N1279e87388f""","=""1SUKA1.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"312","CHARLES CT","SLIDELL","70458","","","","","","","F 312 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OG7""","=""F107b286ada""","=""1VOC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"313","CHARLES CT","SLIDELL","70458","","","","","","","F 313 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7NIE""","=""F107b280aef""","=""1BHR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"314","CHARLES CT","SLIDELL","70458","","","","","","","F 312 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7TM2""","=""F107b283b0a""","=""1LM71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"315","CHARLES CT","SLIDELL","70458","","","","","","","F 313 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7X8W""","=""F107b2845bf""","=""1NVC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"317","CHARLES CT","SLIDELL","70458","","","","","","","F 401 CHARLES CT","611302","SLIDLAMA","985641","=""00000O843M""","=""F107b2832df""","=""1JVC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"400","CHARLES CT","SLIDELL","70458","","","","","","","F 400 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7X1W""","=""D1a68df75d5""","=""1CDO5.J""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"401","CHARLES CT","SLIDELL","70458","","","","","","","F 401 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7Y47""","=""N12abcc3b638""","=""1H0G11.H""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"403","CHARLES CT","SLIDELL","70458","","","","","","","F 403 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7U0S""","=""F107b280cf0""","=""1BVC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"405","CHARLES CT","SLIDELL","70458","","","","","","","F 403 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R8X""","=""F107b281459""","=""1DHR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"406","CHARLES CT","SLIDELL","70458","","","","","","","F 400 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7ZCF""","=""F107b285327""","=""1QPC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"407","CHARLES CT","SLIDELL","70458","","","","","","","F 407 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7WTU""","=""F107b27f951""","=""17VC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"409","CHARLES CT","SLIDELL","70458","","","","","","","F 407 CHARLES CT","611302","SLIDLAMA","985641","=""00000O80XW""","=""F107b284e5a""","=""1PP71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"411","CHARLES CT","SLIDELL","70458","","","","","","","F 413 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7SPA""","=""F107b286bc1""","=""1VUC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"412","CHARLES CT","SLIDELL","70458","","","","","","","F 412 CHARLES CT","611302","SLIDLAMA","985641","=""00000O83EE""","=""F107b281de1""","=""1FHR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"413","CHARLES CT","SLIDELL","70458","","","","","","","F 413 CHARLES CT","611302","SLIDLAMA","985641","=""00000O8032""","=""F107b27e62d""","=""13VC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"415","CHARLES CT","SLIDELL","70458","","","","","","","F 415 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7RZH""","=""F107b28274d""","=""1HHR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"417","CHARLES CT","SLIDELL","70458","","","","","","","F 415 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7QHZ""","=""F107b2858f0""","=""1RUC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"418","CHARLES CT","SLIDELL","70458","","","","","","","F 412 CHARLES CT","611302","SLIDLAMA","985641","=""00000O81TO""","=""F107b2806ba""","=""1AN71""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"419","CHARLES CT","SLIDELL","70458","","","","","","","F 421 CHARLES CT","611302","SLIDLAMA","985641","=""00000O8026""","=""D1a68df7921""","=""1NUC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","CHARLES CT","SLIDELL","70458","","","","","","","F 412 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7Z8A""","=""F107b281850""","=""1EDV6.D""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"421","CHARLES CT","SLIDELL","70458","","","","","","","F 421 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R71""","=""F107b283b7f""","=""1LP71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"423","CHARLES CT","SLIDELL","70458","","","","","","","F 425 CHARLES CT","611302","SLIDLAMA","985641","=""00000O819Q""","=""F107b283a48""","=""1LHR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","CHARLES CT","SLIDELL","70458","","","","","","","F 420 CHARLES CT","611302","SLIDLAMA","985641","=""00000O82FP""","=""F107b2843bb""","=""1NHR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"425","CHARLES CT","SLIDELL","70458","","","","","","","F 425 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7W2O""","=""F107b284d39""","=""1PHR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"426","CHARLES CT","SLIDELL","70458","","","","","","","F 426 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R65""","=""F107b2856f8""","=""1RHR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"427","CHARLES CT","SLIDELL","70458","","","","","","","F 429 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7T23""","=""F107b28286d""","=""1HP71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"428","CHARLES CT","SLIDELL","70458","","","","","","","F 426 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7ZBJ""","=""F107b27ea04""","=""14PC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"429","CHARLES CT","SLIDELL","70458","","","","","","","F 429 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7PSS""","=""F107b2832bb""","=""1JUC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"430","CHARLES CT","SLIDELL","70458","","","","","","","F 432 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7NXI""","=""F107b286043""","=""1THR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"431","CHARLES CT","SLIDELL","70458","","","","","","","F 433 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7QW4""","=""F107b280cc9""","=""1BUC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"432","CHARLES CT","SLIDELL","70458","","","","","","","F 432 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7RHH""","=""F107b2869e2""","=""1VHR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"433","CHARLES CT","SLIDELL","70458","","","","","","","F 433 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7TN3""","=""F107b281fc8""","=""1FUC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"435","CHARLES CT","SLIDELL","70458","","","","","","","F 435 CHARLES CT","611302","SLIDLAMA","985641","=""00000O81I3""","=""F107b27f924""","=""17UC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"436","CHARLES CT","SLIDELL","70458","","","","","","","F 438 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7YZ9""","=""F107b27e450""","=""13IR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"437","CHARLES CT","SLIDELL","70458","","","","","","","F 435 CHARLES CT","611302","SLIDLAMA","985641","=""00000O83DI""","=""N124955cef9d""","=""15IR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"438","CHARLES CT","SLIDELL","70458","","","","","","","F 440 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7ONM""","=""F107b281a1a""","=""1EPC6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"440","CHARLES CT","SLIDELL","70458","","","","","","","F 440 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OVS""","=""F107b2852bb""","=""1QM71""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"441","CHARLES CT","SLIDELL","70458","","","","","","","F 443 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7OHE""","=""F107b27fce0""","=""18O0J""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"443","CHARLES CT","SLIDELL","70458","","","","","","","F 443 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7U7D""","=""F107b2865f9""","=""1UMLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"444","CHARLES CT","SLIDELL","70458","","","","","","","F 444 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R8A""","=""F107b282350""","=""1GM71""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"445","CHARLES CT","SLIDELL","70458","","","","","","","F 444 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7R95""","=""F107b280116""","=""19IR8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"101","CHIMAERA LN","SLIDELL","70458","","","","","","","F 101 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7Z7T""","=""F107b27e49c""","=""13KR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","CHIMAERA LN","SLIDELL","70458","","","","","","","F 105 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7SMI""","=""F107b28153d""","=""1DO71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"105","CHIMAERA LN","SLIDELL","70458","","","","","","","F 105 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7SZE""","=""F107b27ef5b""","=""15SC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"106","CHIMAERA LN","SLIDELL","70458","","","","","","","F 108 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7SBM""","=""F107b27f7be""","=""17KR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"107","CHIMAERA LN","SLIDELL","70458","","","","","","","F 107 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O83O6""","=""F107b28016e""","=""19KR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","CHIMAERA LN","SLIDELL","70458","","","","","","","F 108 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7YGG""","=""N124955ceb6d""","=""1HFAE.9""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","CHIMAERA LN","SLIDELL","70458","","","","","","","F 107 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7T1E""","=""F107b280b5d""","=""1BKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"110","CHIMAERA LN","SLIDELL","70458","","","","","","","F 108 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7O78""","=""F107b2814c5""","=""1DKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","CHIMAERA LN","SLIDELL","70458","","","","","","","F 113 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O804H""","=""M1585f1e76a""","=""16O71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","CHIMAERA LN","SLIDELL","70458","","","","","","","F 114 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7TWU""","=""F107b281e4f""","=""1FKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","CHIMAERA LN","SLIDELL","70458","","","","","","","F 113 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7V1T""","=""N124955ce423""","=""1HKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"114","CHIMAERA LN","SLIDELL","70458","","","","","","","F 114 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7VBC""","=""F107b283145""","=""1JKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","CHIMAERA LN","SLIDELL","70458","","","","","","","F 409 WINDWARD PASSAGE ST","611302","SLIDLAMA","985641","=""00000O7O96""","=""F107b283ad1""","=""1LKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"116","CHIMAERA LN","SLIDELL","70458","","","","","","","F 118 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7QSX""","=""F107b284436""","=""1NKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","CHIMAERA LN","SLIDELL","70458","","","","","","","F 117 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O819K""","=""F107b2861c5""","=""1TRC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","CHIMAERA LN","SLIDELL","70458","","","","","","","F 118 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7YA2""","=""F107b27dc46""","=""11SC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","CHIMAERA LN","SLIDELL","70458","","","","","","","F 121 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7Q0O""","=""F107b284ead""","=""1PRC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"120","CHIMAERA LN","SLIDELL","70458","","","","","","","F 122 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7ZS3""","=""F107b284db2""","=""1PKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","CHIMAERA LN","SLIDELL","70458","","","","","","","F 121 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7RHQ""","=""F107b285774""","=""1RKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"122","CHIMAERA LN","SLIDELL","70458","","","","","","","F 122 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7PBJ""","=""F107b2860c2""","=""1TKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"123","CHIMAERA LN","SLIDELL","70458","","","","","","","F 125 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7P4U""","=""F107b286a53""","=""1VKR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"124","CHIMAERA LN","SLIDELL","70458","","","","","","","F 122 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7PPF""","=""F107b2806e3""","=""1AO71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"125","CHIMAERA LN","SLIDELL","70458","","","","","","","F 125 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7Y1O""","=""N124955cd9b5""","=""11LR8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"201","CHIMAERA LN","SLIDELL","70458","","","","","","","F 101 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7WCZ""","=""M1a25ead611""","=""15782.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"203","CHIMAERA LN","SLIDELL","70458","","","","","","","F 101 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7ZAE""","=""F107b280675""","=""1ALED.4""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"205","CHIMAERA LN","SLIDELL","70458","","","","","","","F 101 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O7ZEK""","=""F107b27dd86""","=""124O9.T""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"207","CHIMAERA LN","SLIDELL","70458","","","","","","","F 211 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O804P""","=""N124955ce8e6""","=""1GS271.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"209","CHIMAERA LN","SLIDELL","70458","","","","","","","F 211 CHIMAERA LN","611302","SLIDLAMA","985641","=""00000O801C""","=""F107b27f731""","=""17GV3.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
